rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
2020,1400,Real Estate,Kwee Liong Phing,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1958-01-01 00:00:00,Kwee,Liong Phing,,4/4/2023 5:01,,,1958.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Real Estate,Kwee Liong Seen,70,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1953-01-01 00:00:00,Kwee,Liong Seen,,4/4/2023 5:01,,,1953.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Real Estate,Kwee Liong Tek,76,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1947-01-01 00:00:00,Kwee,Liong Tek,,4/4/2023 5:01,,,1947.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Diversified,Kwek Leng Keow,71,Singapore,Singapore,Diversified,Diversified,Singapore,,False,N,M,1952-01-01 00:00:00,Kwek,Leng Keow,,4/4/2023 5:01,,,1952.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Diversified,Kwek Leng Peck,67,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,1956-01-01 00:00:00,Kwek,Leng Peck,,4/4/2023 5:01,,,1956.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Real Estate,Raymond Kwok,70,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,1953-04-10 00:00:00,Kwok,Raymond,,4/4/2023 5:01,,,1953.0,4.0,10.0,,,-2147483648,68,103,,,44,507454841
2020,1400,Diversified,Lee Ho-jin,61,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,False,U,M,1962-12-08 00:00:00,Lee,Ho-jin,,4/4/2023 5:01,,,1962.0,12.0,8.0,115.16,0.4,-2147483648,95,99,82.6,15.6,34,51709098
2020,1400,Finance & Investments,Michael Lee-Chin,72,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,True,D,M,1951-01-03 00:00:00,Lee-Chin,Michael,,4/4/2023 5:01,,,1951.0,1.0,3.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,70,Monaco,Monte Carlo,Cruises,Service,Italy,,False,D,M,1953-04-30 00:00:00,Lefebvre d'Ovidio,Manfredi,,4/4/2023 5:01,,,1953.0,4.0,30.0,,,-2147483648,68,103,,,44,38964
2020,1400,Fashion & Retail,Bernard Lewis & family,97,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,True,U,M,1926-02-10 00:00:00,Lewis,Bernard,,4/4/2023 5:01,,,1926.0,2.0,10.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
2020,1400,Metals & Mining,Li Jinyang,61,China,Chifeng,Mining,Metals & Mining,China,,False,D,F,1962-01-01 00:00:00,Li,Jinyang,,4/4/2023 5:01,,,1962.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Automotive,William Li,48,China,Beijing,Electric vehicles,Automotive,China,,True,D,M,1975-01-01 00:00:00,Li,William,,4/4/2023 5:01,,,1975.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,False,E,F,1971-03-29 00:00:00,Lindén Urnes,Jenny,,4/4/2023 5:01,,,1971.0,3.0,29.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
2020,1400,Healthcare,Liu Fangyi,61,China,Shanghai,Medical equipment,Healthcare,China,,True,D,M,1962-01-01 00:00:00,Liu,Fangyi,,4/4/2023 5:01,,,1962.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Technology,K.C. Liu,69,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,True,D,M,1954-03-20 00:00:00,Liu,K.C.,,4/4/2023 5:01,,,1954.0,3.0,20.0,,,-2147483648,68,103,,,44,507454841
2020,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,True,D,M,1963-01-01 00:00:00,Liu,Ming Chung,,4/4/2023 5:01,,,1963.0,1.0,1.0,,,-2147483648,68,103,,,44,507454841
2020,1400,Metals & Mining,Anatoly Lomakin,71,Russia,Moscow,Investments,Metals & Mining,Russia,,True,E,M,1952-06-30 00:00:00,Lomakin,Anatoly,,4/4/2023 5:01,,,1952.0,6.0,30.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2020,1400,Food & Beverage,Brandt Louie,80,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,False,D,M,1943-07-05 00:00:00,Louie,Brandt,,4/4/2023 5:01,,,1943.0,7.0,5.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
2020,1400,Diversified,Lucia Maggi & family,91,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,True,Split Family Fortune,F,1932-07-20 00:00:00,Maggi,Lucia,Philanthropist,4/4/2023 5:01,,,1932.0,7.0,20.0,167.4,3.7,-2147483648,52,116,75.7,14.2,66,212559417
2020,1400,Media & Entertainment,Gary Magness,69,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,False,E,M,1954-02-26 00:00:00,Magness,Gary,,4/4/2023 5:01,Colorado,West,1954.0,2.0,26.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Technology,Mao Lixiang & family,82,China,Ningbo,Cooking appliances,Technology,China,,True,D,M,1941-01-01 00:00:00,Mao,Lixiang,,4/4/2023 5:01,,,1941.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,David McMurtry,83,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,True,D,M,1940-05-03 00:00:00,McMurtry,David,,4/4/2023 5:01,,,1940.0,5.0,3.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
2020,1400,Manufacturing,Deepak Mehta,67,India,Vadodara,Chemicals,Manufacturing,India,,False,D,M,1956-12-12 00:00:00,Mehta,Deepak,,4/4/2023 5:01,,,1956.0,12.0,12.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2020,1400,Real Estate,Miao Shouliang,68,China,Shenzhen,Real estate,Real Estate,China,,True,D,M,1955-01-01 00:00:00,Miao,Shouliang,,4/4/2023 5:01,,,1955.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Healthcare,Miao Yongjun,56,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,True,U,M,1967-12-01 00:00:00,Miao,Yongjun,,4/4/2023 5:01,,,1967.0,12.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Yoshiko Mori,83,Japan,Tokyo,Real estate,Real Estate,Japan,,False,U,F,1940-09-24 00:00:00,Mori,Yoshiko,,4/4/2023 5:01,,,1940.0,9.0,24.0,105.48,0.5,-2147483648,64,99,84.2,11.9,47,126226568
2020,1400,Technology,Marius Nacht,57,Israel,Tel Aviv,Software,Technology,Israel,,True,E,M,1966-01-01 00:00:00,Nacht,Marius,,4/4/2023 5:01,,,1966.0,1.0,1.0,108.15,0.8,-2147483648,64,105,82.8,23.1,26,9053300
2020,1400,Healthcare,Tadako Nakatani,61,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,False,D,F,1962-01-01 00:00:00,Nakatani,Tadako,,4/4/2023 5:01,,,1962.0,1.0,1.0,105.48,0.5,-2147483648,64,99,84.2,11.9,47,126226568
2020,1400,Metals & Mining,Vadim Novinsky,60,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,True,U,M,1963-06-03 00:00:00,Novinsky,Vadim,,4/4/2023 5:01,,,1963.0,6.0,3.0,281.66,7.9,-2147483648,83,99,71.6,20.1,46,44385155
2020,1400,Finance & Investments,Niti Osathanugrah,50,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,False,D,M,1973-10-18 00:00:00,Osathanugrah,Niti,,4/4/2023 5:01,,,1973.0,10.0,18.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
2020,1400,Finance & Investments,Gretel Packer,57,Australia,Sydney,Investments,Finance & Investments,Australia,,False,D,F,1966-04-01 00:00:00,Packer,Gretel,,4/4/2023 5:01,,,1966.0,4.0,1.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
2020,1400,Manufacturing,Pan Longquan,58,China,Nanjing,Manufacturing,Manufacturing,China,,True,N,M,1965-01-01 00:00:00,Pan,Longquan,,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Pan Shiyi,60,China,Beijing,Real estate,Real Estate,China,,True,Split Family Fortune,M,1963-01-01 00:00:00,Pan,Shiyi,,4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Healthcare,David Paul,57,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,True,D,M,1966-12-25 00:00:00,Paul,David,Founder and Executive Chairman,4/4/2023 5:01,Pennsylvania,Northeast,1966.0,12.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Fashion & Retail,Tom Persson,38,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,M,1985-01-01 00:00:00,Persson,Tom,,4/4/2023 5:01,,,1985.0,1.0,1.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
2020,1400,Automotive,Qian Jinghong,50,China,Wuxi,Electric scooters,Automotive,China,,True,R,F,1973-01-01 00:00:00,Qian,Jinghong,,4/4/2023 5:01,,,1973.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Qin Long,58,China,Qingdao,Tire,Manufacturing,China,,True,D,M,1965-07-01 00:00:00,Qin,Long,,4/4/2023 5:01,,,1965.0,7.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Healthcare,M.Satyanarayana Reddy,66,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,D,M,1957-04-18 00:00:00,Reddy,M.Satyanarayana,,4/4/2023 5:01,,,1957.0,4.0,18.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2020,1400,Diversified,Mochtar Riady & family,94,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,D,M,1929-05-12 00:00:00,Riady,Mochtar,,4/4/2023 5:01,,,1929.0,5.0,12.0,151.18,3.0,-2147483648,37,107,71.5,10.2,31,270203917
2020,1400,Fashion & Retail,Rihanna,35,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,True,D,F,1988-02-20 00:00:00,Rihanna,,Musician,4/4/2023 5:01,California,West,1988.0,2.0,20.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Construction & Engineering,Boris Rotenberg,66,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,True,U,M,1957-01-03 00:00:00,Rotenberg,Boris,,4/4/2023 5:01,,,1957.0,1.0,3.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2020,1400,Real Estate,Subhash Runwal,80,India,Mumbai,Real estate,Real Estate,India,,True,E,M,1943-05-22 00:00:00,Runwal,Subhash,,4/4/2023 5:01,,,1943.0,5.0,22.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2020,1400,Manufacturing,Igor Rybakov,51,Russia,Moscow,Building materials,Manufacturing,Russia,,True,U,M,1972-05-16 00:00:00,Rybakov,Igor,,4/4/2023 5:01,,,1972.0,5.0,16.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2020,1400,Healthcare,Carlos Sanchez,61,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,False,E,M,1962-01-21 00:00:00,Sanchez,Carlos,,4/4/2023 5:01,,,1962.0,1.0,21.0,167.4,3.7,-2147483648,52,116,75.7,14.2,66,212559417
2020,1400,Real Estate,Martin Selig,86,United States,Seattle,Real estate,Real Estate,United States,,True,E,M,1937-12-31 00:00:00,Selig,Martin,,4/4/2023 5:01,Washington,West,1937.0,12.0,31.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Energy,Airat Shaimiev,61,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,1962-03-07 00:00:00,Shaimiev,Airat,,4/4/2023 5:01,,,1962.0,3.0,7.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2020,1400,Energy,Radik Shaimiev,59,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,1964-11-14 00:00:00,Shaimiev,Radik,,4/4/2023 5:01,,,1964.0,11.0,14.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97,Japan,Saitama,Retail,Fashion & Retail,Japan,,True,U,M,1926-03-08 00:00:00,Shimamura,Nobutoshi,,4/4/2023 5:01,,,1926.0,3.0,8.0,105.48,0.5,-2147483648,64,99,84.2,11.9,47,126226568
2020,1400,Technology,Jared Smith,49,United States,Provo,Cloud computing,Technology,United States,,True,E,M,1974-10-02 00:00:00,Smith,Jared,,4/4/2023 5:01,Utah,West,1974.0,10.0,2.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Fashion & Retail,Charlotte Soderstrom,46,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,F,1977-01-01 00:00:00,Soderstrom,Charlotte,,4/4/2023 5:01,,,1977.0,1.0,1.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
2020,1400,Healthcare,Anand Surana,52,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,1971-03-24 00:00:00,Surana,Anand,,4/4/2023 5:01,,,1971.0,3.0,24.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2020,1400,Healthcare,Dilip Surana,57,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,1966-01-18 00:00:00,Surana,Dilip,,4/4/2023 5:01,,,1966.0,1.0,18.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2020,1400,Finance & Investments,Wilma Tisch,96,United States,New York,Diversified,Finance & Investments,United States,,False,D,F,1927-06-25 00:00:00,Tisch,Wilma,,4/4/2023 5:01,New York,Northeast,1927.0,6.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Technology,Jianyi Wang,60,China,Hangzhou,Fiber optic cables,Technology,China,,True,U,M,1963-01-12 00:00:00,Wang,Jianyi,,4/4/2023 5:01,,,1963.0,1.0,12.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Logistics,Wang Jilei,58,China,Shanghai,Logistics,Logistics,China,,True,U,M,1965-01-01 00:00:00,Wang,Jilei,,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Shuifu Wang,68,China,Hangzhou,Manufacturing,Manufacturing,China,,True,D,M,1955-02-10 00:00:00,Wang,Shuifu,,4/4/2023 5:01,,,1955.0,2.0,10.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Wang Yanqing & family,77,China,Weihai,Carbon fiber products,Manufacturing,China,,False,D,F,1946-07-02 00:00:00,Wang,Yanqing,,4/4/2023 5:01,,,1946.0,7.0,2.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Metals & Mining,Wang Zelong,27,China,Jiaozuo,Chemicals,Metals & Mining,China,,False,D,M,1996-07-01 00:00:00,Wang,Zelong,,4/4/2023 5:01,,,1996.0,7.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Werner O. Weber,84,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,True,E,M,1939-02-09 00:00:00,Weber,Werner O.,,4/4/2023 5:01,,,1939.0,2.0,9.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
2020,1400,Manufacturing,Anne Werninghaus,37,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,False,U,F,1986-01-01 00:00:00,Werninghaus,Anne,,4/4/2023 5:01,,,1986.0,1.0,1.0,167.4,3.7,-2147483648,52,116,75.7,14.2,66,212559417
2020,1400,Finance & Investments,"Alfred West, Jr.",81,United States,Paoli,Money management,Finance & Investments,United States,,True,U,M,1942-12-07 00:00:00,West,Alfred,,4/4/2023 5:01,Pennsylvania,Northeast,1942.0,12.0,7.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2020,1400,Manufacturing,Bo Wu,69,China,Nanjing,Machinery,Manufacturing,China,,True,E,M,1954-05-01 00:00:00,Wu,Bo,,4/4/2023 5:01,,,1954.0,5.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Wu Chaoqun,54,China,Meishan,Chemicals,Manufacturing,China,,True,U,M,1969-05-18 00:00:00,Wu,Chaoqun,,4/4/2023 5:01,,,1969.0,5.0,18.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Technology,Swift Xie,43,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,E,M,1980-01-01 00:00:00,Xie,Swift,Chief Marketing Officer,4/4/2023 5:01,,,1980.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Xu Guozhong & family,60,China,Changzhou,Motors,Manufacturing,China,,True,D,M,1963-09-01 00:00:00,Xu,Guozhong,,4/4/2023 5:01,,,1963.0,9.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Food & Beverage,Yao Kuizhang,58,China,Hengshui,Beverages,Food & Beverage,China,,True,D,M,1965-01-01 00:00:00,Yao,Kuizhang,,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Yu Peidi,63,China,Shanghai,Real estate,Real Estate,Hong Kong,,True,D,M,1960-01-01 00:00:00,Yu,Peidi,,4/4/2023 5:01,,,1960.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Healthcare,Yuan Liping,52,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,False,D,F,1971-01-01 00:00:00,Yuan,Liping,,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Zhang Chuanwei & family,61,China,Zhongshan,Machinery,Manufacturing,China,,True,D,M,1962-06-15 00:00:00,Zhang,Chuanwei,,4/4/2023 5:01,,,1962.0,6.0,15.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Zhang Keqiang,63,China,Guangzhou,Real estate,Real Estate,China,,True,D,M,1960-04-29 00:00:00,Zhang,Keqiang,,4/4/2023 5:01,,,1960.0,4.0,29.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Zhang Xin,58,China,Beijing,Real estate,Real Estate,China,SOHO China,True,Split Family Fortune,F,1965-08-24 00:00:00,Zhang,Xin,"Cofounder, CEO",4/4/2023 5:01,,,1965.0,8.0,24.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Xinghai Zhang & family,60,China,Chongqing,Machinery,Manufacturing,China,,True,D,M,1963-01-01 00:00:00,Zhang,Xinghai,,4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Manufacturing,Zheng Jianjiang & family,62,China,Ningbo,Electrical equipment,Manufacturing,China,,True,D,M,1961-01-01 00:00:00,Zheng,Jianjiang,,4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Real Estate,Zhong Sheng Jian,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,D,M,1958-03-03 00:00:00,Zhong,Sheng Jian,,4/4/2023 5:01,,,1958.0,3.0,3.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
2020,1400,Fashion & Retail,Zhou Chengjian,58,China,Shanghai,Fashion retail,Fashion & Retail,China,,True,D,M,1965-04-30 00:00:00,Zhou,Chengjian,,4/4/2023 5:01,,,1965.0,4.0,30.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2020,1400,Diversified,Boris Zingarevich,64,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,True,R,M,1959-07-08 00:00:00,Zingarevich,Boris,,4/4/2023 5:01,,,1959.0,7.0,8.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2133,1300,Automotive,A. Jayson Adair,54,United States,Dallas,Damaged cars,Automotive,United States,,True,U,M,1969-10-16 00:00:00,Adair,A. Jayson,,4/4/2023 5:01,Texas,South,1969.0,10.0,16.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2133,1300,Logistics,Soegiarto Adikoesoemo,85,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,True,R,M,1938-03-24 00:00:00,Adikoesoemo,Soegiarto,,4/4/2023 5:01,,,1938.0,3.0,24.0,151.18,3.0,-2147483648,37,107,71.5,10.2,31,270203917
2133,1300,Healthcare,Rajendra Agarwal,64,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,1959-02-25 00:00:00,Agarwal,Rajendra,,4/4/2023 5:01,,,1959.0,2.0,25.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Healthcare,Chirayu Amin,77,India,Baroda,Pharmaceuticals,Healthcare,India,,False,D,M,1946-12-04 00:00:00,Amin,Chirayu,,4/4/2023 5:01,,,1946.0,12.0,4.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Real Estate,Anant Asavabhokhin,73,Thailand,Bangkok,Real estate,Real Estate,Thailand,,True,E,M,1950-08-11 00:00:00,Asavabhokhin,Anant,,4/4/2023 5:01,,,1950.0,8.0,11.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
2133,1300,Finance & Investments,Roman Avdeev,56,Russia,Moscow,"Banking, development",Finance & Investments,Russia,,True,R,M,1967-07-17 00:00:00,Avdeev,Roman,,4/4/2023 5:01,,,1967.0,7.0,17.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
2133,1300,Automotive,Ziv Aviram,64,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,,True,D,M,1959-01-03 00:00:00,Aviram,Ziv,,4/4/2023 5:01,,,1959.0,1.0,3.0,108.15,0.8,-2147483648,64,105,82.8,23.1,26,9053300
2133,1300,Fashion & Retail,Sachin Bansal,42,India,Bangalore,Flipkart,Fashion & Retail,India,,True,E,M,1981-08-05 00:00:00,Bansal,Sachin,,4/4/2023 5:01,,,1981.0,8.0,5.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Energy,Kiki Barki,84,Indonesia,Jakarta,Coal,Energy,Indonesia,,True,D,M,1939-11-25 00:00:00,Barki,Kiki,,4/4/2023 5:01,,,1939.0,11.0,25.0,151.18,3.0,-2147483648,37,107,71.5,10.2,31,270203917
2133,1300,Construction & Engineering,Elena Baturina,60,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,,True,D,F,1963-03-08 00:00:00,Baturina,Elena,,4/4/2023 5:01,,,1963.0,3.0,8.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
2133,1300,Healthcare,Banwari Lal Bawri,70,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,1953-04-02 00:00:00,Bawri,Banwari Lal,,4/4/2023 5:01,,,1953.0,4.0,2.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Finance & Investments,Othman Benjelloun & family,91,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,,False,E,M,1932-11-01 00:00:00,Benjelloun,Othman,,4/4/2023 5:01,,,1932.0,11.0,1.0,111.07,0.2,-2147483648,36,114,76.5,21.9,46,36910560
2133,1300,Diversified,Hari Bhartia,67,India,Delhi,Diversified,Diversified,India,,False,D,M,1956-12-12 00:00:00,Bhartia,Hari,,4/4/2023 5:01,,,1956.0,12.0,12.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Healthcare,Shyam Bhartia,71,India,Delhi,"Pharmaceuticals, food",Healthcare,India,,False,D,M,1952-11-09 00:00:00,Bhartia,Shyam,,4/4/2023 5:01,,,1952.0,11.0,9.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
2133,1300,Technology,Stewart Butterfield,50,United States,Aspen,Messaging software,Technology,Canada,Slack,True,D,M,1973-03-21 00:00:00,Butterfield,Stewart,Cofounder and CEO,4/4/2023 5:01,Colorado,West,1973.0,3.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2133,1300,Technology,Cai Mingtong,71,China,Quanzhou,Electronic components,Technology,China,,True,D,M,1952-02-15 00:00:00,Cai,Mingtong,,4/4/2023 5:01,,,1952.0,2.0,15.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2133,1300,Technology,Anthony Casalena,41,United States,Monkton,Software,Technology,United States,,True,E,M,1982-04-24 00:00:00,Casalena,Anthony,,4/4/2023 5:01,Maryland,South,1982.0,4.0,24.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
2133,1300,Manufacturing,Chang Jianming & family,58,China,Shanghai,Industrial equipment,Manufacturing,China,,True,N,M,1965-02-11 00:00:00,Chang,Jianming,,4/4/2023 5:01,,,1965.0,2.0,11.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2133,1300,Real Estate,Richard Chang,76,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,,True,D,M,1947-01-01 00:00:00,Chang,Richard,,4/4/2023 5:01,,,1947.0,1.0,1.0,,,-2147483648,68,103,,,44,507454841
2133,1300,Metals & Mining,Chen Xuehua,62,China,Tongxiang,Minerals processing,Metals & Mining,China,,True,D,M,1961-01-01 00:00:00,Chen,Xuehua,,4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2133,1300,Manufacturing,Chen Yin,50,China,Shanghai,Power tools,Manufacturing,China,,True,N,M,1973-01-01 00:00:00,Chen,Yin,,4/4/2023 5:01,,,1973.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
2133,1300,Automotive,Chin Jong Hwa,65,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,,True,D,M,1958-06-01 00:00:00,Chin,Jong Hwa,,4/4/2023 5:01,,,1958.0,6.0,1.0,,,-2147483648,68,103,,,44,507454841
